Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
155,Shyvana,"5,436",2.27:1,49.98%,1.73%,0.43%,211.12,"13,012"
156,Anivia,"5,224",2.74:1,51.34%,1.66%,0.95%,167.78,"11,650"
157,Kalista,"5,130",2.05:1,45.19%,1.63%,0.71%,191.66,"13,145"
158,Annie,"5,129",2.44:1,52.17%,1.63%,0.61%,149.46,"11,566"
159,Nilah,"5,070",2.34:1,53.27%,1.61%,2.19%,195.3,"13,371"
160,Taliyah,"5,060",2.23:1,47.53%,1.61%,0.29%,189.81,"12,508"
161,Bel'Veth,"4,881",1.95:1,43.09%,1.55%,1.05%,182.26,"12,110"
162,Kled,"4,816",2.12:1,49.02%,1.53%,0.68%,173.86,"12,654"
163,Cassiopeia,"4,543",2.14:1,48.4%,1.45%,0.79%,186.6,"12,230"
164,Kennen,"4,502",2.17:1,50.69%,1.43%,0.45%,174.57,"12,062"
165,Taric,"4,480",2.61:1,51.58%,1.43%,0.42%,44.52,"8,607"
166,Karthus,"4,350",2.37:1,49.7%,1.38%,0.43%,208.78,"13,677"
167,Olaf,"4,118",1.74:1,46.38%,1.31%,0.59%,192.15,"12,780"
168,Ivern,"3,054",3.19:1,48.82%,0.97%,0.36%,136.85,"10,459"
169,Rek'Sai,"2,947",2.49:1,46.42%,0.94%,0.25%,161.42,"12,035"
